p_id;descriptions
71777;SCOOP colafantasi har en lækker smag af cola, som er en storfavorit hos de fleste. Drikken er perfekt til dem, som elsker smagen af cola, men som ikke bryder sig om sodavands brus. Bland colafantasi op med vand, og du har en lækker og velsmagende drik på ingen tid. Skal det være lidt mere festligt, så bland colafantasi op med danskvand – det vil helt sikkert være et hit blandt børnene. 
110326;Frugt- og bærdrik til opblanding fra Rynkeby er en sød og smagfuld blanding af naturens frugter og bær. Servér den afkølet og nyd den søde og forfriskende drik, når du trænger til en lækker forfriskning. Blandes i forholdet 1+4.
86710;Økologisk Ingefær Shot fra Salling ØKO er et forfriskende shot æblejuice med ingefær og citron. Ingefær har en kraftfuld og forfriskende smag, der kombineret med den søde æblejuice og syrlige citron skaber en skøn smagssymfoni. Snup et ingefærshot til at starte dagen på, eller nyd det som en dejlig lille snack i løbet af dagen. 
40053;Vand med brus og frisk smag af citrusfrugter fra Ramlösa er en skøn tørstslukker alene eller sammen med mad. Drikken egner sig især til dig, der foretrækker din kildevand med et pift. Ønsker du at fremhæve smagen af citrus kan du gøre dette ved at tilføje en skive frisk citron. Nyd boblerne og smagen af citrus på en varm sommerdag eller til en tung og krydret vintergryde. 
120498; Energidrik med ananassmag fra Amper er en sukkerfri drik med en dejlig smag af ananas. Drikken er tilsat taurin og koffein, som kan give et ekstra boost til kroppen og hjælpe med at øge koncentrationen. Med en flaske på 0,5 liter er det nemt at tage med på farten og få et energiboost, når du har brug for det. Drikken er velegnet til både sportsudøvere og studerende, der har brug for ekstra energi til at præstere på højt niveau. Prøv Energidrik med ananassmag fra Amper og oplev en dejlig smag og et ekstra energiboost. Højt koffeinindhold. Bør ikke indtages af børn, gravide eller ammende kvinder (32 mg/100 ml).
77995;Vilde blåbær, solbær, tranebær & æble fra Innocent er en lækker og velsmagende juice, som er fremstillet udelukkende af frugt. Det er en skøn smagssymfoni af forfriskende blåbær og solbær, syrlige tranebær og søde æbler. Forkæl dig selv med et iskoldt glas juice fra Innocent, sæt den på brunchbordet eller blend det sammen med flere, lækre ingredienser i en dejlig frisk smoothie.
19258;England - 43,1% - 70 clTanqueray London Dry Gin er en skøn gin med en dejlig smag. Ginnen er baseret på udvalgte bonitalcs som enebær, kvan og koriander, der gør den oplagt til brug i flere ginbaserede drinks og cocktails. Tanqueray London Dry Gin er destilleret fire gange for at give den sin udsøgte karakter. Brug ginnen som base i Dry Martini med tør hvid vermouth, og servér den for dine gæster i et smukt cocktailglas.
73856;Red Bull Energy Drink er en energidrik med en forfriskende og sød smag. En dåse med 250 ml. indeholder 80 mg. koffein, der cirka svarer til én kop kaffe. Nyd energidrikken helt afkølet, når du har lyst til en forfriskning i løbet af dagen. Red Bull kan også bruges opblandet i drinks, serveret med masser af isterninger. Højt koffeinindhold. Bør ikke indtages af børn, gravide eller ammende kvinder (32 mg/100 ml).
42442;Tuborg Classic er en mørk og kompleks pilsnerøl. Øllen dufter sødt og ristet, mens farven er mørkgylden med en elfenbensfarvet skum på toppen. Øllen indeholder 4,6 procent alkohol og er fyldig og intens i smagen samtidigt med, at den er let at drikke. Ønsker du en øl, der har maser af smagsindtryk, er Tuborg Classic det rette valg for dig. Drik den afkølet til en god frokost, hvor den matcher de fleste retter.
60662;Blue Keld Appelsin og Havtorn er naturligt mineralvand med en blid brus og med en skøn og forfriskende smag. Den søde smag fra appelsinen komplementeres af den syrlige havtorn, som giver en god og velbalanceret smag. Nyd den forfriskende vand en varm sommerdag på terrassen. 
105018;Royal Pilsner er en strågul, undergæret pilsner med et kridhvidt skum. Øllen har en lav bitterhed samt en afrundet og frugtig smag, der kan nydes ved festlige lejligheder eller til et smagfuldt måltid. Prøv også at stille den letdrikkelige og forfriskende Royal Pilsner på bordet, når du har gæster og vil forkæle dem. Øllen har en alkoholprocent på 4,6.
78213;Pris ekskl. pantPrincip friskpresset appelsinjuice er så frisk, som det kan blive - juicen presses i butikken på en juicemaskine, og består således kun af frisk appelsin, og ingen form for tilsætningsstoffer.Princip friskpresset appelsinjuice er velegnet at nyde ved morgen- eller frokostbordet.Juicen har en holdbarhed på ma. 48 timer efter tappetidspunkt, og anbefales opbevaret køligt.
18687;Red Bull The Blue Edition Energy Drink er en energidrik med en forfriskende og sød smag. Nyd energidrikken helt afkølet, når du har lyst til en forfriskning midt på dagen. Red Bull Energy Drink kan også bruges opblandet i drinks, serveret med et par isterninger. Højt koffeinindhold. Bør ikke indtages af børn, gravide eller ammende kvinder (32 mg/100 ml).
126301;Heineken Beer 0,0% er en skøn, alkoholfri øl med en dejlig smag. Det er et godt alternativ til dig, der gerne vil nyde en god øl, men som ikke ønsker alkoholen. Nyd Heineken Beer 0,0% kold en solrig sommerdag på terrassen sammen med gode venner og veninder.
110378;Royal Export er en undergæret øl med en flot korngylden farve og hvidt skum. Den smager både mildt og aromatisk, mens duften er en anelse sødlig. Den vinøse, velafbalancerede Royal Export blev introduceret i 1985 og blev samme år kåret til årets øl i Danmark. Den har en alkoholprocent på 5,4 % og er velegnet at drikke til for eksempel lækker grillmad. Du kan også nyde øllen til festlige lejligheder i godt selskab.
90081;Økologisk Pink Lemonade fra Salling ØKO er en læskedrik med en dejlig smag af citron og grape. Drikken indeholder en let, blid brus og bør nydes afkølet for en optimal smagsoplevelse. Stil den på middagsbordet som et alternativ til de klassiske sodavand, eller nyd den med isterninger på en varm sommerdag i haven. 
120941; Energidrik med hindbærsmag fra Amper er en sukkerfri drik med en forfriskende smag af hindbær. Drikken indeholder taurin og koffein, som kan hjælpe med at øge koncentrationen og give et ekstra boost til kroppen. Med en flaske på 0,5 liter er det nemt at tage med på farten og få et energiboost, når du har brug for det. Energidrikken er velegnet til både sportsudøvere og studerende, der har brug for ekstra energi til at præstere på højt niveau. Prøv Energidrik med hindbærsmag fra Amper og oplev en forfriskende smag og et ekstra energiboost. Højt koffeinindhold. Bør ikke indtages af børn, gravide eller ammende kvinder (32 mg/100 ml).
60819;Yakima IPA fra Jacobsen har en lys gylden farve og en eksotisk duft af tropiske frugter som melon, grapefrugt og papaya. Smagen er frisk og fyldig med en lang efterbitterhed. Nyd Yakima IPA som den er, eller drik den til federe madretter som engelsk pub-mad, smørstegte fiskeretter eller barbecue.
71493;Appelsinjuice fra Salling har en forfriskende og sød smag med syrlige strejf, der skaber en god balance. Den er ideel at stille på bordet en rolig morgen, så hele familien kan få glæde af den. Nyd også appelsinjuicen i en farvestrålende smoothie med for eksempel mango og jordbær. 
83900;Mango Sirup fra Barmix er en alkoholfri sirup, der er uundværlig, når der skal blandes cocktails. Den har en karakteristisk sød smag af mango, der åbner dørene op for uendelige muligheder for både cocktails og alkoholfri drinks. Benyt også Mango Sirup fra Barmix til smoothies og som topping på desserter.
110323;FUN Light Ice Tea Peach & Love er en forfriskende iste til opblanding. Den har en fyldig smag af fersken og er særdeles velegnet at nyde en varm sommerdag.
71779;SCOOP Cool er en storfavorit blandt børnene med sin gode smag og flotte blå farve, og så er den sukkerfri. SCOOP Cool er også bedre kendt fra slushice verdenen, hvor den er en af storfavoritterne, der gør tungen blå. Bland drikken med vand eller danskvand i en kande, og stil den på bordet, når hverdagen skal være ekstra festlig, eller når der skal være børnefødselsdag. 
120434; Æblemost fra Frugtplantagen er en koldpresset og ufiltreret most på 3 liter. Mosten er lavet af de bedste æbler og er presset med stor omhu, så smagen og kvaliteten er i top. Æblemosten har en frisk smag af æbler og er en perfekt tørstslukker på en varm sommerdag. Brug mosten som en del af en lækker velkomstdrink eller til at give en frisk smag til din smoothie. Mosten er også velegnet som en del af en marinade til grillet kød eller som en ingrediens i en lækker dessert.
126084;Tuborg Classic er en mørk og kompleks pilsnerøl. Øllen dufter sødt og ristet, mens farven er mørkgylden med en elfenbensfarvet skum på toppen. Øllen indeholder 0,0 procent alkohol og er fyldig og intens i smagen samtidigt med, at den er let at drikke. Ønsker du en øl, der har maser af smagsindtryk og på samme tid er alkoholfri, er Tuborg Classic 0,0 alkohol det rette valg for dig. Drik den afkølet til en god frokost, hvor den matcher de fleste retter. 
31835;Danmark - 45% - 70 clTaffel Akvavit fra Aalborg Akvavit, eller i folkemunde ’Rød Aalborg’, er en klar, dansk akvavit. Den har en tydelig smag af kommenfrø, men giver man sig tid, kan man ane en diskret eftersmag af appelsin. Akvavitten er ren og karakterfuld, og nydes bedst på en temperatur mellem -18°C og +7°C grader. Find Taffel Akvavit frem til påske- eller julefrokosten og nyd et glas akvavit til din sildemad eller et godt stykke spegepølse.
92967;Blonde fra Grimbergen er en belgisk øl med en smuk gyldenblond farve og en frugtig duft med tydelige noter af banan, grønne æbler, syltede pærer og honningmelon. Smagen har en fin balance mellem en rund sødme og en mild efterbitterhed, som tilsammen giver en frisk fylde. Øllen er velegnet til den nye ølnyder. Drik gerne Blonde til hvidskimmeloste, eller til braiseret eller ovnstegt svinekød og kylling.
44627;Fairy Drink fra Capri-Sun er en forfriskende frugtdrik. Multifrugtdrikken har smag af æble, citron, banan og jordbær. Det er en læskende frugtdrik, og så kommer den i en fleksibel opretstående pose med et lille sugerør. Fairy Drink fra Capri-Sun er en dejlig drik, som er nem at have med på farten eller som en del af madpakken.
18789;Økologisk Fynsk Forår fra Ørbæk Bryggeri er en lys, frisk og let øl. Den skønne øl dufter af druer, pærer og bananer og hyldeblomst. Hyldeblomsten går også ind i smagen, som giver øllen den særlige og karakteristiske smag. Nyd Fynsk Forår til et lækkert frokostbord i godt selskab med dem du holder af.  
58833;Mediterranean Tonic Water fra Fever-Tree er en mild og raffineret tonicvand. I glasset står tonicen med en klar farve og i munden føles den perlende på tungen. Indeholder kun halvt så meget af det bitre Kinin som Premium Indian Tonic Water, hvilket gør den både mild og let. Smager desuden af urter som citrontimian og rosmarin, hvilket leder tankerne mod kysterne omkring middelhavet. En ideel tonic til dig, der ønsker mindre bitterhed i din tonic, men ikke vil gå på kompromis med den gode smag. Nyd den i en klassisk vodka tonic eller sammen med en citrusbaseret gin.
18749;Brown Ale fra Jacobsen har en brun mahognifarve toppet med et cremet skum. Duften er rig og maltet med noter af karamel, kaffe og bitter chokolade. Øllen har en kraftig og fyldig smag med en let frugtighed og maltsødme, afrundet af en velafbalanceret efterbitterhed. Drik Brown Ale alene eller sammen med varme, kraftfulde retter som sprængt eller braiseret kød.
110925;Fanta Exotic har en sød og eksotisk smag af frugter som ananas, mango, guave, grape og citron samt en frisk rød farve, som leder tankerne hen på sol og sommer. Nyd sodavanden som den er, eller brug den i en farverig drink med isterninger og en frisk skive lime.
118644;Ultra Rosa Monster Energy Lewis Hamilton Zero Sugar er en sukkerfri energidrik med en forfriskende smag af røde bær. Prøv den inden eller efter træning, eller bare når du trænger til en lækker forfriskning. Højt koffeinindhold. Bør ikke indtages af børn eller gravide eller ammende kvinder eller folk, der er overfølsomme overfor koffein (30 mg/100 ml). Forbrug ansvarligt.
83790;Chardonnay fra Diamond Hill er en australsk hvidvin med en dyb gul farve. Den har en fyldig smag fra solmoden frugt samt en skøn duft, der er præget af sødmefulde, modne blomster og grøn frugt. Nyd hvidvinen til pastaretter eller måltider, hvor fisk eller fjerkræ indgår. Eller forkæl dig selv med et glas Chardonnay en sensommeraften på terrassen sammen med gode venner.
64345; Tyskland - 37,5% - 70 clGintonns London Dry Gin er en klassisk gin baseret på enebær. Den har en let bitter smag og en god fylde. Bland Gintonns London Dry Gin med mangosirup, lime saft og lemon sodavand, og servér en hjemmelavet Gin Hass i et glas med isterninger til dine gæster på en varm sommerdag på terrassen.
68667;Fersken Ice Tea fra Aqua d’Or er en lækker forfriskende ice tea lavet på naturligt mineralvand, sort te samt naturlig frugtsmag af saftige ferskner. Fersken Ice Tea fra Aqua d’Or indeholder ingen, kalorier, ingen sukker og er tappet lokalt i Fasterholt. Nyd den velsmagende Ice tea en varm sommerdag på stranden eller tag den med på farten, når du trænger til en lækker forfriskning. 
116485;Tørst fra Rynkeby er en frugtdrik med hyldeblomstsmag, som er en forfriskende og lækker drik, der er perfekt til at slukke tørsten på en varm sommerdag. Drikken har en dejlig sød smag af hyldeblomst, der giver drikken dens friske smag. Nyd den kolde drik som den er, eller brug den som en lækker base i en sommercocktail, hvor du kan tilsætte lidt frisk mynte eller citronskiver for at give drikken ekstra pift.
61041;Selezione Delicata fra Il Capolavoro er en italiensk fyldig og rund rødvin med en flot og intens rubinrød farve. Vinen har en delikat og indbydende duft og smag af skovbær med tilhørende bløde tanniner. Denne rødvin er særdeles velegnet til svine- og kalvekød, fjerkræ, pizza, pasta, og ostebord. Server rødvinen ved en temperatur på 16-18 °C.
19281;37,5% - 70 clSmirnoff Vodka er en prisbelønnet vodka med en ren og neutral smag. Smagen gør den helt perfekt som base i en lang række af drinks og cocktails. Brug den for eksempel i velkendte drinks som White Russian, Dirty Martini og Bloody Mary eller miks din helt egen version – kun fantasien sætter grænser.
129501;Rabarbersaft til opblanding fra Rynkeby er en forfriskende drik. Saften er koncentreret og kan fortyndes med vand efter smag og behag. Den er perfekt til at lave en kølig og frisk drik i løbet af sommeren eller som en ingrediens i cocktails og smoothies. Rabarbersaften kan også bruges til at give en sød og syrlig smag til bagværk og desserter. 
71495;Tonic Water fra Albani er en forfriskende tonic, der klæder selv de fineste gin. Bland den for eksempel med din yndlingsgin og servér drinken iskold for dine gæster med en skive citron eller lime som et ekstra forfriskende og farverigt element. <br/> <br/>
44560;Pepsi Max er en forfriskende, sukkerfri læskedrik med en perlende brus. Den præcise opskrift på Pepsi Cola er en velholdt hemmelighed, men indeholder blandt andet colanødder, vanilje, citrusfrugter, smagsstoffer, sødestoffer samt vand, som tilsammen skaber den gode og velkendte smag. Pepsi Max kan nydes til enhver lejlighed – uanset om det drejer sig om en fødselsdagsfejring, fredagshyggen foran fjernsynet eller når du bare trænger til en sød forfriskning i løbet af dagen. Nyd sodavanden afkølet præcis som den er, eller servér den i et glas sammen med friske citronskiver, som bidrager med et ekstra syrligt tvist.
61404;Multifrugtnektar fra Rynkeby er en forfriskende drik fremstillet af udvalgte frugter. Juicen har en sød, frisk og let syrlig smag, som tilsammen skaber en harmonisk og velsmagende symfoni. Multifrugtnektar fra Rynkeby kan både nydes af store og små og er det perfekte element på morgenbordet i weekenden sammen med friskbagte boller, men kan også nydes i hverdagen, når du trænger til en lille, lækker forfriskning. 
83983;Kingpin fra Félix Solís er en elegant hvidvin lavet på et blend af druerne Chardonnay, Sauvignon Blanc og Verdejo. Hvidvinen har friske duftnoter af tropiske frugter som mango, ananas og citrus. Smagen er blød og fyldig, afrundet af et strejf vanilje. Nyd vinen til milde oste, laks, fjerkræ eller vegetariske retter. 
76495;7UP Free er sukkerfri og en forfriskende sodavand med smagen af lemon/lime. Den er velegnet at stille på bordet, når du får gæster, så de kan få glæde af den skønne smag. Nyd også 7UP Free til en hyggelig filmaften sammen med gode venner og veninder. <br/> <br/>
120985;Økologisk Bombay IPA fra Nørrebro Bryghus er en øl med en kraftig smag af humle og en let citrusagtig aroma. Øllen er brygget med inspiration fra den indiske by Bombay og er perfekt til at nyde sammen med vennerne eller som en hyggelig afslutning på en lang dag.
44569;Mountain Dew Citrus Blast er en forfriskende sodavand med smag af citrusfrugter. Nyd den kold en varm sommerdag på terrassen sammen med din familie. Eller tag Mountain Dew Citrus Blast med på en hyggelig udflugt med gode venner og veninder, så de kan få glæde af den skønne smag. <br/> <br/>
44568;Premium Indian Tonic Water fra Fever-Tree er en elegant tonicvand. I glasset står tonicen med klar farve og i munden føles den perlende på tungen. Indeholder botaniske olier, blandt andet fra appelsiner, hvilket fremhæver den let bitre tonicsmag. Premium Indian Tonic passer særdeles godt i en drink, hvor krydrede noter er tilstede i form af tilsatte krydderurter eller peber. Prøv den for eksempelvis med en kvalitetsgin, frisk agurk og friskkværnet peber.
81617;FUN Light Brilliant Lemon & Lime er saft med en forfriskende og læskende smag af lemon og lime. FUN Light er helt uden tilsat sukker, men har stadig en skøn og frisk smag. 1 del FUN Light opblandes med 9 dele vand. Server saften iskold på en varm sommerdag – gerne med et par isterninger for at fuldende oplevelsen.
110336;Ultra Gold fra Monster er en sukkerfri energidrik med en forfriskende smag af ananas.  Nyd den som erstatning for kaffen eller tag den med på farten. Højt koffeinindhold. Bør ikke indtages af børn eller gravide eller ammende kvinder eller folk, der er overfølsomme overfor koffein (32 mg/100 ml). Forbrug ansvarligt.
71109;Innocent Citrus Shield er en forfriskende multifrugtjuice. De solmodne appelsiner, søde mandariner og gulerødder giver juicen sin orange farve og læskende smag. Sammen med citron og ingefær skabes en skøn smagssymfoni, som pifter hverdagen op. Stil den på morgenmadsbordet, så hele familien får glæde af dens forfriskende smag inden en aktiv dag.
71769;FUN Light Jordbær & Hindbær  slukker tørsten som den sukkerfrie læskedrik, den er. Opbland drikken med vand og nyd, hvordan jordbær og hindbær komplementerer hinanden uanset om solen skinner eller ej.
78093;Solbærdrik Light fra Salling har en skøn og sødmefuld smag. Bland den med vand og nyd den som en forfriskende drik. Eller kom den i en kande med vand og servér solbærdrikken for dine gæster, når de skal forkæles ekstra meget.<br/> <br/>
86626;Æblecider fra Harboe er en forfriskende læskedrik med en sød og let syrlig smag af solmodne æbler. Den har et lavt alkoholindhold på 0,8%, hvilket gør, at den både kan nydes som den er eller som mixer i en god cocktail. Imponér eksempelvis dine gæster med en anderledes og smagfuld mojito tilsat æblecider i stedet for danskvand.
44550;Monster Energy Absolutely Zero er en sukkerfri energidrik, der har en forfriskende smag. Hav den med på farten eller nyd den derhjemme.Højt koffeinindhold. Bør ikke indtages af børn eller gravide eller ammende kvinder eller folk, der er overfølsomme overfor koffein (30 mg/100 ml). Forbrug ansvarligt.
92944;State Energy Zero er en sukkerfri, læskende og velsmagende energidrik. Den indeholder blandt andet koffein, grøn te, magnesium, taurin samt forskellige vitaminer og har en forfriskende smag af lime og appelsin. Nyd den derhjemme, når du er på farten eller i forbindelse med sport og træning.   
78563;Shiraz-Merlot fra Diamond Hill er en skøn australsk rødvin, som har en dyb mørkerød farve med et flot lilla skær. Den har en tæt duft af solmoden frugt, mørke bær og peber. Smagen er kraftig og fyldig og byder på et flot sammenspil mellem bløde og krydrede noter, der fortsætter i den lange eftersmag.<br/> Nyd et glas rødvin i gode venners lag til simremad eller retter med oksekød eller fjerkræ.
19363;Appelsinjuice fra koncentrat fra Rynkeby er en frisk start på dagen. Juicen stammer fra appelsiner, der vokser i et subtropisk klima med skiftende temperaturer. Derfor udvikler sødmen sig ikke som hos appelsiner, der vokser i et varmere klima. Resultatet bliver en juice med en mere syrlig og særdeles frisk smag. Prøv den sammen med saltet morgenmad, som for eksempel ’english breakfast’, hvor det syrlige vil spille godt sammen med det salte.
113842;Energy Lewis Hamilton Zero Sugar fra Monster er en sukkerfri energidrik med en forfriskende smag af fersken og nektarin. Nyd den derhjemme eller på farten.Højt koffeinindhold. Bør ikke indtages af børn eller gravide eller ammende kvinder eller folk, der er overfølsomme overfor koffein (32 mg/100 ml). Forbrug ansvarligt.
84801;IPA fra Brewmasters er en India Pale Ale. Den står med en flot, gylden farve med et lyst skum på toppen i glasset. Øllet dufter aromatisk af humle med noter af hyldeblomst og smagen indeholder en god maltsødme balanceret af en delikat efterbitterhed. Alt i alt en forfriskende mundfuld. Nyd øllen iskold, som den er, eller drik til den varme krydrede retter såsom lam i karry.
116486;Tørst fra Rynkby er en forfriskende iste med en dejlig smag af fersken, der er med til at give isteen dens sødesmag. Isteens ferskensmag giver drikken en dejlig friskhed, som er perfekt på en varm sommerdag eller til at slukke tørsten efter en hård træning. 
86696;Økologisk New York Lager fra Nørrebro Bryghus er en øl. Øllen er frisk og humlet og passer til de fleste retter og begivenheder. Nyd den til sommerens grillede retter eller til det helt store ostebord med venner og familie.
67793; Energy Drink Regular fra Amper er en energidrik, der giver en perlende fornemmelse i munden. Drik den i stedet for kaffe, som den er, eller med isterninger i et glas. Højt koffeinindhold. Bør ikke indtages af børn, gravide eller ammende kvinder (32 mg/100 ml).
63568;Chardonnay fra François Martenot er en skøn fransk hvidvin med en klar og strålende farve med gyldne glimt. Hvidvinen har en meget udtryksfuld duft med en lang række aromaer blandt andet af citrus, hvid fersken, akacieblomster og smørlignende noter. Den første slurk er frisk og harmonisk i smagen og udvikler med en smag af citronskal og eksotiske frugter. Hvidvinen har en vidunderligt lang eftersmag. Åbn en flaske af hvidvinen ved 8-10°C, og nyd den sammen med en dejlig middag med fisk eller fjerkræ, eller måske til et lækkert ostebord.
116444;Kronenbourg 1664 Rosé er en hvedeøl med en alkoholprocent på 0,0%, som er tilsat smag fra røde bær. Øllen står med en uklar, rødgylden farve og et hvidt perlende skum på toppen, når den hældes i glas. Den har en skøn frugtighed og kan med fordel nydes afkølet til både krydrede asiatiske retter, fisk, lette sommerretter eller lækre desserter. Tag Kronenbourg 1664 Rosé med på picnic og nyd den i godt selskab.
71534;Økologisk Rabarber Lemonade fra Rynkeby har en syrlig smag med en perfekt afstemt sødme, som tilsammen skaber en god og velafbalanceret smagssymfoni. Den forfriskende lemonade kan med sin gode smag både nydes af børn og voksne og er derfor perfekt en varm sommerdag på terrassen eller på en hyggelig skovtur sammen med hele familien. Opbland lemonaden med vand og nyd den afkølet præcis som den er.
91397; Fresca Pink Moscato er en spansk, let mousserende rosévin med en dejlig sødme i smagen. Det er en forfriskende vin med noter af jordbær, hindbær og vandmelon. Vinen er livlig med sine sarte perlende bobler og har en let alkoholprocent på 5%. Servér et skønt glas rosévin som en aperitif for dine gæster, eller nyd den som ledsager til frisk frugt på en lun sommerdag.
33635;En flot, tør og frisk mousserende Prosecco produceret af Glera-druen. Når du skænker den op, er den lys strågul i glasset og har et væld af fine små bobler. Duften og smagen er fuld af frugt som modne pærer med noter af blomster. En blød og dejlig vin med rigtig behagelig syrebalance. Server ved 6-8°C som aperitif eller til frokostretter, forretter, fisk, skaldyr, salater og ved enhver hyggelig og festlig lejlighed.
19261;Caribien - 35% - 70 clCaptain Morgan Spiced Gold er verdens førende rom. Smagen har en afrundet og blød karakter med noter af vanilje og krydderier. Lagring på egetræsfade i op til 1,5 år giver den en fin gylden farve. Captain Morgan Spiced Gold egner sig i høj grad som base i drinks og cocktails.
71868; Star Chardonnay er en smuk gylden hvidvin fra ”Sunny California”.Vinen byder på aromaer af modne tropiske frugter som melon, ananas og banan efterfulgt af en smagspalette som er domineret af gule frugter med samme nuancer som i bouqueten med en lang og læskende eftersmag med et frisk syre præg.
62777;Sport-Cola fra Hancock Bryggerierne er en læskende sportssodavand, der er en skøn kombination af sportsvand og cola samt en hemmelig ingrediens. Giv dig selv en forfriskende oplevelse og nyd Sport-Cola til grillmad, eller stil den på bordet, når du får gæster og vil forkæle dem. <br/> <br/>
39496;Frugtdrik med tranebær fra Rynkeby er en elegant drik til hverdag og fest. Dufter som den skal – af tranebær – og står majestætisk i glasset med sin dybe, mørkerøde farve. Har en fyldig og rig smag, der passer godt i både drinks og madretter. Prøv frugtdrik med tranebær i en drink med lime eller i en umamirig vildtsovs. 
88600;Nordic Pilsner fra Carlsberg er en alkoholfri pilsner med en varm gylden farve samt en hvid skumtop og perlende brus. Den anvendte humle giver en blomstret og citrusagtig duft til næseborene, mens smagen følger op med en frisk og sødmefuld karakter og en moderat, afrundet bitterhed. Nyd en Nordic Pilsner fra Carlsberg som et alkoholfrit alternativ til en god frokost eller til festlige lejligheder.
69191;State Energy Pineapple er en læskende og velsmagende energidrik. Den indeholder blandt andet palatinose, koffein, grøn te, taurin samt B-vitamin og har en forfriskende smag af ananas. Nyd den derhjemme, når du er på farten eller i forbindelse med sport og træning.   
86695;Brune 0,0% fra Leffe er den alkoholfri udgave af den belgiske Brown Ale. Den har en kastanjebrun farve med et flot let lysebrunt skum på toppen. Den mørkgyldne øl har en frugtig og let ristet aroma samt en cremet og fløjlsblød smagsbalance mellem en let bitterhed og en sød og karamelliseret karakter. Brune 0.0% fra Leffe har mange anvendelsesmuligheder i det salte køkken. Prøv den for eksempel til rødt kød, kylling, tapas eller et overdådigt ostebord. Den anbefalede serveringstemperatur er 5-6°C.
71529;Blandet Bær & frugt fra Ribena er en frugt-og bærdrik med en rund og blid smag. Kombinationen af brombær, blåbær og solbær med et strejf af æble giver drikken sin unikke smag, som forkæler smagsløgene. Bland bær & frugt fra Ribena med koldt vand og isterninger og stil en kande på bordet på en varm sommerdag, eller sæt den på bordet, når der skal fejres børnefødselsdag.
121107;Lemon & Ingefær fra Ego er en økologisk sodavand med en frisk smag af citron og et strejf af ingefær. Den er lavet med naturlige ingredienser og har et højt juiceindhold. Nyd den iskold som en forfriskende drik til din frokost eller som et lækkert alternativ til en alkoholisk drink.<br/> <br/>
120812;Ananasjuice fra koncentrat fra Salling er en dejlig og frisk juice med en sød smag af solmodne ananas. Ananasjuicen er et lækkert alternativ til sodavand og andre sukkerholdige drikkevarer. Prøv at blande ananasjuicen med lidt danskvand og isterninger for en forfriskende og læskende drik på en varm sommerdag. Ananasjuicen kan også bruges som ingrediens i smoothies eller til at give en tropisk smag til cocktails.
86636;Ingefær Gurkemeje Shot fra Salling ØKO er et forfriskende shot appelsinjuice med saft fra ingefær, gurkemeje, gulerod og citron. De krydrede frugtsafter skaber en unik smagsoplevelse, som vil føles forfriskende i munden. Stil flasken frem på brunchbordet, og lad hele familien starte deres dag med et Ingefær Gurkemeje Shot fra Salling ØKO.
71757;Appelsinjuice fra Rynkeby Rigtig Juice er en forfriskende juice lavet af 100% presset frugt. Appelsinjuicen har en frisk og ren smag af modne appelsiner med en perfekt afstemt sødme, som giver en harmonisk smagsoplevelse. Nyd Appelsinjuicen fra Rynkeby til morgenmaden eller forkæl dig selv med et forfriskende glas i løbet af dagen. 
30836;Light Tonic fra Harboe er en velsmagende tonicvand uden tilsat sukker. Den velsmagende Tonic har en perfekt afstemt bitterhed samt en let perlende brus, som giver en behagelig smagsoplevelse. Den velsmagende tonicvand kan nydes afkølet, præcis som den er, men kan med fordel også bruges som mixer i en skøn sommerdrink. Prøv Harboe Light Tonic i en Gin & Tonic med lime- og citronskal samt masser af isterninger.
71755;Ingefær/gurkemeje shot fra Rynkeby er en skøn kombination af det klassiske ingefærshot tilsat en smule gurkemeje, som bidrager med en fantastisk flot farve samt en let krydret smag, som fint komplementerer den skarpe smag af ingefær. Ingefær/gurkemeje shot fra Rynkeby er til dig, som ønsker et velsmagende ingefærshot med et tvist. Nyd den som en del af din daglige morgenrutine eller drik den efter behov, når du trænger til en lille forfriskning. 
18741;Belgien - 4 % - 27,5 clBreezer med smag af ananas er en læskende cider lavet på en blanding af Barcardi Rom, mineralvand og tropisk frugtjuice. Smagen er sød og let syrlig og er derfor perfekt til dig, som foretrækker en harmonisk drink, der hverken er overvejende sød eller syrlig i smagen. Cideren er ligeledes beriget med let perlende bobler, som giver en dejlig mousserende fornemmelse på tungen. Servér den for dine venner til en hyggelig havefest, eller tag den med på stranden en varm sommerdag.
86982;Ultra Fiesta fra Monster er en sukkerfri energidrik med en indbydende smag af syrlig og sød mango. Den delikate smag af mango og den blide brus komplementerer hinanden på bedste vis og skaber en forfriskende smagsoplevelse. Nyd energidrikken på de dage, hvor du fortjener lidt ekstra selvforkælelse.Højt koffeinindhold. Bør ikke indtages af børn eller gravide eller ammende kvinder eller folk, der er overfølsomme overfor koffein (30 mg/100 ml). Forbrug ansvarligt.
110330;Hyldeblomstdrik til opblanding fra Rynkeby er en forfriskende læskedrik, der giver masser af smag, og helt uden sukker. Server den afkølet og nyd den forfriskende drik. Læskedrikken blandes i forholdet 1+8.
33348;Breezer med smag af appelsin er en læskende cider lavet på en blanding af Barcardi Rom, mineralvand og tropisk frugtjuice. Cideren har en skøn smag af solmodne appelsiner, som allerede fra første dråbe vil lede dine tanker hen på sol og hyggelige sommeraftener. Cideren er ligeledes beriget med små perlende bobler, som giver en dejlig mousserende fornemmelse på tungen. Nyd den afkølet til en hyggelig grillaften med venner og familie.
